Crime_ID,Crime_Date,Month,District,Crime_Type,Response_Time_Hours,Action_Taken,Severity_Level,Days,Year,
866,17-Feb-22,February,Central Delhi,Murder,47,Accused Arrested,High,1days 23Hours,2022,
867,17-Dec-20,December,South East Delhi,Robbery,21,Case Closed,Medium,0days 21Hours,2020,
868,14-Nov-23,November,North Delhi,Robbery,80,FIR Registered,Medium,3days 8Hours,2023,
869,4-Jul-23,July,South Delhi,Cyber Crime,118,Case Closed,Medium,4days 22Hours,2023,
870,9-Aug-23,August,North West Delhi,Robbery,85,Under Investigation,Medium,3days 13Hours,2023,
871,18-Nov-22,November,Central Delhi,Murder,75,FIR Registered,High,3days 3Hours,2022,
872,13-Aug-19,August,North East Delhi,Fraud,101,Accused Arrested,Medium,4days 5Hours,2019,
873,12-Aug-21,August,South East Delhi,Theft,36,FIR Registered,Low,1days 12Hours,2021,
874,3-Feb-19,February,South Delhi,Domestic Violence,99,FIR Registered,Hight,4days 3Hours,2019,
875,26-Jan-21,January,East Delhi,Cyber Crime,19,Case Closed,Medium,0days 19Hours,2021,
876,28-Jun-19,June,East Delhi,Robbery,20,Accused Arrested,Medium,0days 20Hours,2019,
877,17-Apr-19,April,East Delhi,Cyber Crime,57,Under Investigation,Medium,2days 9Hours,2019,
878,28-May-22,May,North West Delhi,Kidnapping,18,Under Investigation,High,0days 18Hours,2022,
879,15-Nov-22,November,South East Delhi,Assault,47,No Action,Medium,1days 23Hours,2022,
880,28-Feb-20,February,South East Delhi,Domestic Violence,105,FIR Registered,Hight,4days 9Hours,2020,
881,9-Dec-23,December,South East Delhi,Theft,49,Accused Arrested,Low,2days 1Hours,2023,
882,3-Jul-19,July,North West Delhi,Cyber Crime,14,Accused Arrested,Medium,0days 14Hours,2019,
883,5-May-23,May,West Delhi,Theft,15,Under Investigation,Low,0days 15Hours,2023,
884,8-Dec-20,December,South East Delhi,Domestic Violence,31,Under Investigation,Hight,1days 7Hours,2020,
885,14-Sep-19,September,North Delhi,Robbery,1,No Action,Medium,0days 1Hours,2019,
886,4-Mar-21,March,South Delhi,Murder,117,FIR Registered,High,4days 21Hours,2021,
887,7-Mar-20,March,North Delhi,Kidnapping,54,Accused Arrested,High,2days 6Hours,2020,
888,24-Mar-19,March,North Delhi,Domestic Violence,118,Under Investigation,Hight,4days 22Hours,2019,
889,19-Feb-19,February,South Delhi,Assault,3,Accused Arrested,Medium,0days 3Hours,2019,
890,27-Nov-21,November,East Delhi,Domestic Violence,16,Case Closed,Hight,0days 16Hours,2021,
891,28-Feb-23,February,South East Delhi,Assault,87,Accused Arrested,Medium,3days 15Hours,2023,
892,6-Jul-19,July,Central Delhi,Fraud,57,Under Investigation,Medium,2days 9Hours,2019,
893,25-Jan-19,January,North East Delhi,Assault,75,Under Investigation,Medium,3days 3Hours,2019,
894,21-Jun-21,June,East Delhi,Assault,12,FIR Registered,Medium,0days 12Hours,2021,
895,8-Nov-23,November,North East Delhi,Theft,74,No Action,Low,3days 2Hours,2023,
896,11-Dec-19,December,South Delhi,Assault,96,Under Investigation,Medium,4days 0Hours,2019,
897,31-Dec-19,December,North West Delhi,Assault,16,FIR Registered,Medium,0days 16Hours,2019,
898,19-Dec-21,December,South East Delhi,Domestic Violence,72,FIR Registered,Hight,3days 0Hours,2021,
899,29-Mar-20,March,West Delhi,Assault,102,FIR Registered,Medium,4days 6Hours,2020,
900,7-Jan-19,January,West Delhi,Robbery,76,Accused Arrested,Medium,3days 4Hours,2019,
901,1-Oct-22,October,South Delhi,Domestic Violence,24,Under Investigation,Hight,1days 0Hours,2022,
902,14-Dec-20,December,South East Delhi,Kidnapping,28,FIR Registered,High,1days 4Hours,2020,
903,3-Dec-19,December,North East Delhi,Robbery,117,FIR Registered,Medium,4days 21Hours,2019,
904,8-Oct-20,October,North East Delhi,Fraud,8,Accused Arrested,Medium,0days 8Hours,2020,
905,16-Feb-21,February,North West Delhi,Kidnapping,92,FIR Registered,High,3days 20Hours,2021,
906,15-Sep-19,September,Central Delhi,Robbery,36,Under Investigation,Medium,1days 12Hours,2019,
907,7-Oct-19,October,North Delhi,Theft,90,Under Investigation,Low,3days 18Hours,2019,
908,2-Jun-23,June,South East Delhi,Domestic Violence,8,Under Investigation,Hight,0days 8Hours,2023,
909,7-Feb-21,February,South Delhi,Robbery,58,FIR Registered,Medium,2days 10Hours,2021,
910,26-Oct-22,October,East Delhi,Domestic Violence,60,Case Closed,Hight,2days 12Hours,2022,
911,12-Jun-23,June,South East Delhi,Assault,50,Accused Arrested,Medium,2days 2Hours,2023,
912,7-Jun-20,June,North East Delhi,Kidnapping,28,FIR Registered,High,1days 4Hours,2020,
913,11-Jan-22,January,West Delhi,Domestic Violence,92,Accused Arrested,Hight,3days 20Hours,2022,
914,15-May-19,May,North West Delhi,Robbery,101,No Action,Medium,4days 5Hours,2019,
915,2-Oct-20,October,South Delhi,Cyber Crime,41,Case Closed,Medium,1days 17Hours,2020,
916,15-Jan-20,January,Central Delhi,Fraud,100,Under Investigation,Medium,4days 4Hours,2020,
917,29-Apr-20,April,North Delhi,Domestic Violence,64,Under Investigation,Hight,2days 16Hours,2020,
918,4-Jun-23,June,North East Delhi,Kidnapping,27,Case Closed,High,1days 3Hours,2023,
919,11-Jun-21,June,South East Delhi,Fraud,118,FIR Registered,Medium,4days 22Hours,2021,
920,20-Dec-19,December,South East Delhi,Assault,63,Accused Arrested,Medium,2days 15Hours,2019,
921,20-Oct-23,October,Central Delhi,Domestic Violence,17,Accused Arrested,Hight,0days 17Hours,2023,
922,31-Jan-20,January,East Delhi,Robbery,73,FIR Registered,Medium,3days 1Hours,2020,
923,14-Feb-21,February,East Delhi,Cyber Crime,33,Case Closed,Medium,1days 9Hours,2021,
924,12-Feb-23,February,North Delhi,Theft,117,FIR Registered,Low,4days 21Hours,2023,
925,24-Jun-23,June,North East Delhi,Assault,84,FIR Registered,Medium,3days 12Hours,2023,
926,28-Jul-23,July,North East Delhi,Murder,77,FIR Registered,High,3days 5Hours,2023,
927,17-Oct-20,October,East Delhi,Fraud,92,Accused Arrested,Medium,3days 20Hours,2020,
928,6-Jul-22,July,Central Delhi,Cyber Crime,112,Under Investigation,Medium,4days 16Hours,2022,
929,6-Oct-22,October,North West Delhi,Robbery,29,Under Investigation,Medium,1days 5Hours,2022,
930,18-May-22,May,East Delhi,Assault,13,Under Investigation,Medium,0days 13Hours,2022,
931,4-Jun-21,June,North East Delhi,Fraud,46,Under Investigation,Medium,1days 22Hours,2021,
932,15-Nov-19,November,North Delhi,Theft,35,Under Investigation,Low,1days 11Hours,2019,
933,30-Sep-20,September,South East Delhi,Cyber Crime,6,Accused Arrested,Medium,0days 6Hours,2020,
934,2-Jul-23,July,North East Delhi,Kidnapping,82,FIR Registered,High,3days 10Hours,2023,
935,10-Aug-23,August,North Delhi,Assault,115,Under Investigation,Medium,4days 19Hours,2023,
936,4-Jul-23,July,East Delhi,Cyber Crime,69,FIR Registered,Medium,2days 21Hours,2023,
937,20-Jul-21,July,South Delhi,Fraud,47,Under Investigation,Medium,1days 23Hours,2021,
938,22-Sep-19,September,East Delhi,Theft,25,Under Investigation,Low,1days 1Hours,2019,
939,28-Jan-20,January,Central Delhi,Domestic Violence,66,FIR Registered,Hight,2days 18Hours,2020,
940,18-Apr-19,April,South East Delhi,Domestic Violence,10,Under Investigation,Hight,0days 10Hours,2019,
941,1-Feb-20,February,North Delhi,Murder,56,FIR Registered,High,2days 8Hours,2020,
942,30-Dec-23,December,South East Delhi,Kidnapping,30,FIR Registered,High,1days 6Hours,2023,
943,10-Feb-21,February,North West Delhi,Assault,114,Accused Arrested,Medium,4days 18Hours,2021,
944,6-Dec-19,December,Central Delhi,Domestic Violence,109,Accused Arrested,Hight,4days 13Hours,2019,
945,24-Oct-21,October,North East Delhi,Murder,5,Under Investigation,High,0days 5Hours,2021,
946,10-Jul-21,July,Central Delhi,Cyber Crime,119,Under Investigation,Medium,4days 23Hours,2021,
947,31-Mar-22,March,North East Delhi,Kidnapping,33,Accused Arrested,High,1days 9Hours,2022,
948,23-Feb-19,February,East Delhi,Domestic Violence,118,Accused Arrested,Hight,4days 22Hours,2019,
949,7-Dec-23,December,Central Delhi,Robbery,65,Under Investigation,Medium,2days 17Hours,2023,
950,15-May-22,May,North West Delhi,Cyber Crime,18,FIR Registered,Medium,0days 18Hours,2022,
951,4-Jun-20,June,South Delhi,Domestic Violence,96,Under Investigation,Hight,4days 0Hours,2020,
952,27-Mar-23,March,North Delhi,Assault,111,FIR Registered,Medium,4days 15Hours,2023,
953,16-Apr-19,April,North West Delhi,Theft,49,Case Closed,Low,2days 1Hours,2019,
954,13-Feb-21,February,South East Delhi,Murder,11,Accused Arrested,High,0days 11Hours,2021,
955,16-Jan-19,January,West Delhi,Kidnapping,85,FIR Registered,High,3days 13Hours,2019,
956,5-Jun-20,June,North Delhi,Murder,26,No Action,High,1days 2Hours,2020,
957,9-Mar-19,March,West Delhi,Domestic Violence,63,Accused Arrested,Hight,2days 15Hours,2019,
958,12-Dec-22,December,North Delhi,Assault,89,Under Investigation,Medium,3days 17Hours,2022,
959,25-Mar-22,March,North West Delhi,Theft,86,Under Investigation,Low,3days 14Hours,2022,
960,1-May-21,May,Central Delhi,Murder,59,No Action,High,2days 11Hours,2021,
961,11-Jan-21,January,North East Delhi,Robbery,27,FIR Registered,Medium,1days 3Hours,2021,
962,26-Mar-21,March,West Delhi,Robbery,49,Accused Arrested,Medium,2days 1Hours,2021,
963,19-Jun-21,June,South East Delhi,Robbery,77,Accused Arrested,Medium,3days 5Hours,2021,
964,10-Jul-21,July,South Delhi,Kidnapping,33,Case Closed,High,1days 9Hours,2021,
965,12-Sep-21,September,Central Delhi,Robbery,98,Under Investigation,Medium,4days 2Hours,2021,
966,9-Dec-23,December,West Delhi,Domestic Violence,105,Accused Arrested,Hight,4days 9Hours,2023,
967,30-Aug-22,August,South Delhi,Assault,99,Case Closed,Medium,4days 3Hours,2022,
968,25-Aug-23,August,North Delhi,Cyber Crime,1,Under Investigation,Medium,0days 1Hours,2023,
969,29-Feb-20,February,North East Delhi,Murder,21,Under Investigation,High,0days 21Hours,2020,
970,14-Apr-23,April,North Delhi,Robbery,112,FIR Registered,Medium,4days 16Hours,2023,
971,20-Dec-22,December,East Delhi,Fraud,55,Case Closed,Medium,2days 7Hours,2022,
972,27-Mar-20,March,East Delhi,Cyber Crime,6,Accused Arrested,Medium,0days 6Hours,2020,
973,20-Dec-20,December,North West Delhi,Fraud,92,FIR Registered,Medium,3days 20Hours,2020,
974,14-Nov-23,November,North West Delhi,Assault,81,FIR Registered,Medium,3days 9Hours,2023,
975,26-Nov-19,November,North East Delhi,Domestic Violence,69,Case Closed,Hight,2days 21Hours,2019,
976,30-Nov-23,November,East Delhi,Theft,95,FIR Registered,Low,3days 23Hours,2023,
977,26-Jan-23,January,North East Delhi,Assault,5,FIR Registered,Medium,0days 5Hours,2023,
978,20-Sep-19,September,North East Delhi,Domestic Violence,102,Accused Arrested,Hight,4days 6Hours,2019,
979,13-Jul-20,July,West Delhi,Theft,3,Case Closed,Low,0days 3Hours,2020,
980,20-Jul-23,July,Central Delhi,Murder,53,FIR Registered,High,2days 5Hours,2023,
981,12-Apr-23,April,North East Delhi,Robbery,23,No Action,Medium,0days 23Hours,2023,
982,5-May-21,May,East Delhi,Kidnapping,101,Under Investigation,High,4days 5Hours,2021,
983,14-Oct-20,October,South Delhi,Kidnapping,53,No Action,High,2days 5Hours,2020,
984,13-May-23,May,East Delhi,Kidnapping,37,Under Investigation,High,1days 13Hours,2023,
985,20-Dec-22,December,East Delhi,Fraud,74,Case Closed,Medium,3days 2Hours,2022,
986,17-Dec-22,December,North West Delhi,Fraud,74,Accused Arrested,Medium,3days 2Hours,2022,
987,6-Jan-20,January,West Delhi,Fraud,83,Under Investigation,Medium,3days 11Hours,2020,
988,1-Jun-19,June,North West Delhi,Theft,17,FIR Registered,Low,0days 17Hours,2019,
989,16-Jan-23,January,North West Delhi,Cyber Crime,85,FIR Registered,Medium,3days 13Hours,2023,
990,1-May-22,May,South Delhi,Theft,78,Accused Arrested,Low,3days 6Hours,2022,
991,23-Sep-23,September,North East Delhi,Assault,73,Under Investigation,Medium,3days 1Hours,2023,
992,30-Dec-22,December,Central Delhi,Assault,110,Under Investigation,Medium,4days 14Hours,2022,
993,22-Apr-20,April,Central Delhi,Domestic Violence,1,Under Investigation,Hight,0days 1Hours,2020,
994,27-Jan-23,January,North Delhi,Murder,51,Under Investigation,High,2days 3Hours,2023,
995,20-Apr-20,April,West Delhi,Fraud,45,Accused Arrested,Medium,1days 21Hours,2020,
996,6-Aug-20,August,West Delhi,Domestic Violence,77,Under Investigation,Hight,3days 5Hours,2020,
997,27-Jan-23,January,East Delhi,Kidnapping,4,Under Investigation,High,0days 4Hours,2023,
998,22-Sep-20,September,South East Delhi,Domestic Violence,62,FIR Registered,Hight,2days 14Hours,2020,
999,11-Aug-21,August,North West Delhi,Robbery,65,Under Investigation,Medium,2days 17Hours,2021,
1000,7-Dec-21,December,South East Delhi,Theft,113,FIR Registered,Low,4days 17Hours,2021,
